Date/Time,OFFICE_BACK_Zone Inverse Solution,OFFICE_CORE_Zone Inverse Solution,OFFICE_FRONT_Zone Inverse Solution,OFFICE_LEFT_Zone Inverse Solution,OFFICE_RIGHT_Zone Inverse Solution
 01/19  22:00:00,0,0,0,0,0
 01/19  23:00:00,0,0,0,0,0
 01/19  24:00:00,0,0,0,0,0
 01/20  01:00:00,0,0,0,0,0
 01/20  02:00:00,0,0,0,0,0
 01/20  03:00:00,0,0,0,0,0
 01/20  04:00:00,0,0,0,0,0
 01/20  05:00:00,0,0,0,0,0
 01/20  06:00:00,0,0,0,0,0
 01/20  07:00:00,1.553333333,5.585,1.553333333,0.971666667,0.971666667
 01/20  08:00:00,3.158333333,11.345,3.158333333,1.978333333,1.978333333
 01/20  09:00:00,14.32333333,51.47666667,14.32333333,8.963333333,8.963333333
 01/20  10:00:00,10.97333333,39.46,10.97333333,6.866666667,6.866666667
 01/20  11:00:00,15.61,56.08,15.61,9.77,9.77
 01/20  12:00:00,10.46166667,37.64,10.46,6.545,6.545
 01/20  13:00:00,6.798333333,24.44833333,6.796666667,4.253333333,4.253333333
 01/20  14:00:00,15.13666667,54.39666667,15.13333333,9.471666667,9.471666667
 01/20  15:00:00,10.98166667,39.505,10.97666667,6.868333333,6.868333333
 01/20  16:00:00,10.87833333,39.13,10.87666667,6.803333333,6.805
 01/20  17:00:00,15.33333333,55.12166667,15.33333333,9.595,9.593333333
 01/20  18:00:00,4.135,14.87166667,4.136666667,2.586666667,2.585
 01/20  19:00:00,0.855,3.08,0.855,0.536666667,0.536666667
 01/20  20:00:00,1.186666667,4.266666667,1.186666667,0.743333333,0.743333333
 01/20  21:00:00,1.416666667,5.091666667,1.416666667,0.888333333,0.888333333
 01/20  22:00:00,1.546666667,5.565,1.546666667,0.971666667,0.971666667
 01/20  23:00:00,0.428333333,1.538333333,0.428333333,0.266666667,0.266666667
 01/20  24:00:00,0.676666667,2.431666667,0.676666667,0.421666667,0.421666667
 01/21  01:00:00,0,0,0,0,0
 01/21  02:00:00,0,0,0,0,0
 01/21  03:00:00,0,0,0,0,0
 01/21  04:00:00,0,0,0,0,0
 01/21  05:00:00,0,0,0,0,0
 01/21  06:00:00,0,0,0,0,0
 01/21  07:00:00,1.373333333,4.941666667,1.373333333,0.861666667,0.861666667
 01/21  08:00:00,3.123333333,11.21166667,3.123333333,1.955,1.955
 01/21  09:00:00,14.35166667,51.585,14.35,8.981666667,8.98
 01/21  10:00:00,10.79166667,38.80166667,10.78166667,6.75,6.746666667
 01/21  11:00:00,15.61,56.08,15.61,9.77,9.77
 01/21  12:00:00,10.41833333,37.48833333,10.40833333,6.52,6.521666667
 01/21  13:00:00,7.048333333,25.36166667,7.04,4.41,4.413333333
 01/21  14:00:00,15.01333333,53.96833333,15.015,9.396666667,9.4
 01/21  15:00:00,11.21333333,40.35166667,11.22166667,7.015,7.025
 01/21  16:00:00,10.83,38.965,10.84,6.771666667,6.781666667
 01/21  17:00:00,15.305,55.03333333,15.32166667,9.575,9.581666667
 01/21  18:00:00,4.538333333,16.31166667,4.541666667,2.836666667,2.836666667
 01/21  19:00:00,0.888333333,3.223333333,0.893333333,0.558333333,0.558333333
 01/21  20:00:00,1.045,3.765,1.05,0.656666667,0.656666667
 01/21  21:00:00,1.548333333,5.57,1.55,0.971666667,0.971666667
 01/21  22:00:00,1.423333333,5.118333333,1.423333333,0.891666667,0.891666667
 01/21  23:00:00,0.596666667,2.145,0.596666667,0.365,0.365
 01/21  24:00:00,0.663333333,2.391666667,0.663333333,0.415,0.415
 01/22  01:00:00,0,0,0,0,0
 01/22  02:00:00,0,0,0,0,0
 01/22  03:00:00,0,0,0,0,0
 01/22  04:00:00,0,0,0,0,0
 01/22  05:00:00,0,0,0,0,0
 01/22  06:00:00,0,0,0,0,0
 01/22  07:00:00,1.586666667,5.703333333,1.586666667,0.995,0.995
 01/22  08:00:00,3.168333333,11.37333333,3.168333333,1.983333333,1.983333333
 01/22  09:00:00,9.203333333,33.09,9.21,5.761666667,5.761666667
 01/22  10:00:00,15.59666667,56.04,15.59833333,9.761666667,9.761666667
 01/22  11:00:00,14.33166667,51.53833333,14.34,8.968333333,8.968333333
 01/22  12:00:00,12.44333333,44.75166667,12.44833333,7.788333333,7.788333333
 01/22  13:00:00,6.903333333,24.835,6.908333333,4.32,4.32
 01/22  14:00:00,14.34333333,51.57,14.35,8.978333333,8.978333333
 01/22  15:00:00,12.43333333,44.71833333,12.43666667,7.778333333,7.778333333
 01/22  16:00:00,14.32166667,51.5,14.325,8.961666667,8.961666667
 01/22  17:00:00,11.85833333,42.65333333,11.86333333,7.421666667,7.421666667
 01/22  18:00:00,4.93,17.71,4.93,3.08,3.08
 01/22  19:00:00,0.77,2.771666667,0.77,0.481666667,0.481666667
 01/22  20:00:00,1.105,3.973333333,1.105,0.69,0.69
 01/22  21:00:00,1.468333333,5.28,1.468333333,0.92,0.92
 01/22  22:00:00,1.525,5.483333333,1.525,0.956666667,0.956666667
 01/22  23:00:00,0.585,2.101666667,0.585,0.36,0.36
 01/22  24:00:00,0.65,2.34,0.65,0.406666667,0.406666667
 01/23  01:00:00,0,0,0,0,0
 01/23  02:00:00,0,0,0,0,0
 01/23  03:00:00,0,0,0,0,0
 01/23  04:00:00,0,0,0,0,0
 01/23  05:00:00,0,0,0,0,0
 01/23  06:00:00,0,0,0,0,0
 01/23  07:00:00,1.55,5.578333333,1.55,0.971666667,0.971666667
 01/23  08:00:00,3.216666667,11.555,3.216666667,2.013333333,2.013333333
 01/23  09:00:00,10.53666667,37.87,10.53666667,6.591666667,6.591666667
 01/23  10:00:00,13.555,48.72666667,13.55333333,8.481666667,8.481666667
 01/23  11:00:00,13.21166667,47.52166667,13.21,8.266666667,8.265
 01/23  12:00:00,14.97166667,53.835,14.96833333,9.368333333,9.368333333
 01/23  13:00:00,5.895,21.23166667,5.891666667,3.69,3.69
 01/23  14:00:00,14.13833333,50.835,14.13166667,8.843333333,8.848333333
 01/23  15:00:00,15.58166667,55.98666667,15.57833333,9.75,9.751666667
 01/23  16:00:00,9.833333333,35.385,9.833333333,6.151666667,6.153333333
 01/23  17:00:00,11.53166667,41.46666667,11.53333333,7.215,7.215
 01/23  18:00:00,4.93,17.71,4.93,3.08,3.08
 01/23  19:00:00,0.688333333,2.48,0.688333333,0.43,0.43
 01/23  20:00:00,1.093333333,3.941666667,1.093333333,0.686666667,0.686666667
 01/23  21:00:00,1.323333333,4.765,1.323333333,0.83,0.83
 01/23  22:00:00,1.591666667,5.728333333,1.593333333,1,1
 01/23  23:00:00,0.585,2.11,0.585,0.365,0.365
 01/23  24:00:00,0.668333333,2.413333333,0.668333333,0.416666667,0.416666667
 01/24  01:00:00,0,0,0,0,0
 01/24  02:00:00,0,0,0,0,0
 01/24  03:00:00,0,0,0,0,0
 01/24  04:00:00,0,0,0,0,0
 01/24  05:00:00,0,0,0,0,0
 01/24  06:00:00,0,0,0,0,0
 01/24  07:00:00,1.573333333,5.658333333,1.573333333,0.988333333,0.988333333
 01/24  08:00:00,1.64,5.9,1.64,1.03,1.03
 01/24  09:00:00,4.865,17.48,4.865,3.04,3.04
 01/24  10:00:00,4.93,17.71,4.93,3.08,3.08
 01/24  11:00:00,4.93,17.71,4.93,3.08,3.08
 01/24  12:00:00,4.93,17.71,4.93,3.08,3.08
 01/24  13:00:00,1.635,5.885,1.635,1.026666667,1.026666667
 01/24  14:00:00,1.64,5.9,1.64,1.03,1.03
 01/24  15:00:00,1.64,5.9,1.64,1.03,1.03
 01/24  16:00:00,1.64,5.9,1.64,1.03,1.03
 01/24  17:00:00,1.64,5.9,1.64,1.03,1.03
 01/24  18:00:00,0.82,2.95,0.82,0.51,0.51
 01/24  19:00:00,0.82,2.95,0.82,0.51,0.51
 01/24  20:00:00,0,0,0,0,0
 01/24  21:00:00,0,0,0,0,0
 01/24  22:00:00,0,0,0,0,0
 01/24  23:00:00,0,0,0,0,0
 01/24  24:00:00,0,0,0,0,0
 01/25  01:00:00,0,0,0,0,0
 01/25  02:00:00,0,0,0,0,0
 01/25  03:00:00,0,0,0,0,0
 01/25  04:00:00,0,0,0,0,0
 01/25  05:00:00,0,0,0,0,0
 01/25  06:00:00,0,0,0,0,0
 01/25  07:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  08:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  09:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  10:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  11:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  12:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  13:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  14:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  15:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  16:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  17:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  18:00:00,0.82,2.95,0.82,0.51,0.51
 01/25  19:00:00,0,0,0,0,0
 01/25  20:00:00,0,0,0,0,0
 01/25  21:00:00,0,0,0,0,0
 01/25  22:00:00,0,0,0,0,0
 01/25  23:00:00,0,0,0,0,0
 01/25  24:00:00,0,0,0,0,0
 01/26  01:00:00,0,0,0,0,0
 01/26  02:00:00,0,0,0,0,0
 01/26  03:00:00,0,0,0,0,0
 01/26  04:00:00,0,0,0,0,0
 01/26  05:00:00,0,0,0,0,0
 01/26  06:00:00,0,0,0,0,0
 01/26  07:00:00,1.445,5.198333333,1.445,0.905,0.905
 01/26  08:00:00,3.015,10.83166667,3.015,1.886666667,1.886666667
 01/26  09:00:00,14.31333333,51.45666667,14.315,8.958333333,8.958333333
 01/26  10:00:00,10.80166667,38.86666667,10.80333333,6.758333333,6.758333333
 01/26  11:00:00,15.59833333,56.04833333,15.59666667,9.761666667,9.761666667
 01/26  12:00:00,10.535,37.91666667,10.52666667,6.591666667,6.591666667
 01/26  13:00:00,6.981666667,25.14166667,6.978333333,4.37,4.371666667
 01/26  14:00:00,15.14,54.41666667,15.13833333,9.473333333,9.478333333
 01/26  15:00:00,11.00833333,39.62666667,11.01333333,6.886666667,6.895
 01/26  16:00:00,10.825,38.96166667,10.83833333,6.77,6.78
 01/26  17:00:00,15.36833333,55.265,15.38666667,9.615,9.621666667
 01/26  18:00:00,4.515,16.22666667,4.518333333,2.821666667,2.821666667
 01/26  19:00:00,0.893333333,3.231666667,0.903333333,0.561666667,0.561666667
 01/26  20:00:00,1.185,4.261666667,1.188333333,0.743333333,0.743333333
 01/26  21:00:00,1.471666667,5.288333333,1.471666667,0.923333333,0.921666667
 01/26  22:00:00,1.535,5.521666667,1.536666667,0.961666667,0.961666667
 01/26  23:00:00,0.618333333,2.22,0.618333333,0.385,0.385
 01/26  24:00:00,0.62,2.23,0.62,0.386666667,0.386666667
 01/27  01:00:00,0,0,0,0,0
 01/27  02:00:00,0,0,0,0,0
 01/27  03:00:00,0,0,0,0,0
 01/27  04:00:00,0,0,0,0,0
 01/27  05:00:00,0,0,0,0,0
 01/27  06:00:00,0,0,0,0,0
 01/27  07:00:00,1.6,5.753333333,1.6,1.005,1.005
 01/27  08:00:00,2.993333333,10.75166667,2.993333333,1.875,1.875
 01/27  09:00:00,14.345,51.55666667,14.345,8.976666667,8.973333333
 01/27  10:00:00,10.81333333,38.89333333,10.81166667,6.766666667,6.763333333
 01/27  11:00:00,15.61,56.08,15.61,9.77,9.77
 01/27  12:00:00,10.46,37.645,10.455,6.545,6.546666667
 01/27  13:00:00,6.85,24.64666667,6.85,4.286666667,4.288333333
 01/27  14:00:00,15.365,55.23666667,15.36666667,9.616666667,9.618333333
 01/27  15:00:00,11.07666667,39.865,11.08,6.926666667,6.936666667
 01/27  16:00:00,10.87333333,39.13333333,10.88166667,6.801666667,6.81
 01/27  17:00:00,15.365,55.24666667,15.37666667,9.613333333,9.62
 01/27  18:00:00,4.516666667,16.23166667,4.52,2.821666667,2.823333333
 01/27  19:00:00,1.01,3.648333333,1.018333333,0.635,0.635
 01/27  20:00:00,0.926666667,3.343333333,0.93,0.575,0.575
 01/27  21:00:00,1.548333333,5.573333333,1.551666667,0.971666667,0.971666667
 01/27  22:00:00,1.583333333,5.695,1.583333333,0.993333333,0.993333333
 01/27  23:00:00,0.571666667,2.053333333,0.571666667,0.356666667,0.356666667
 01/27  24:00:00,0.553333333,1.99,0.553333333,0.345,0.345
 01/28  01:00:00,0,0,0,0,0
 01/28  02:00:00,0,0,0,0,0
 01/28  03:00:00,0,0,0,0,0
 01/28  04:00:00,0,0,0,0,0
 01/28  05:00:00,0,0,0,0,0
 01/28  06:00:00,0,0,0,0,0
 01/28  07:00:00,1.541666667,5.545,1.541666667,0.966666667,0.966666667
 01/28  08:00:00,3.146666667,11.29833333,3.146666667,1.968333333,1.968333333
 01/28  09:00:00,14.29666667,51.38666667,14.3,8.946666667,8.946666667
 01/28  10:00:00,10.87833333,39.115,10.88,6.806666667,6.806666667
 01/28  11:00:00,15.61,56.08,15.61,9.77,9.77
 01/28  12:00:00,10.53,37.88333333,10.53333333,6.588333333,6.588333333
 01/28  13:00:00,6.806666667,24.48833333,6.808333333,4.258333333,4.258333333
 01/28  14:00:00,15.24166667,54.78,15.24166667,9.538333333,9.538333333
 01/28  15:00:00,10.99,39.54166667,10.99333333,6.878333333,6.878333333
 01/28  16:00:00,10.80333333,38.865,10.805,6.76,6.76
 01/28  17:00:00,15.06333333,54.15166667,15.06666667,9.425,9.426666667
 01/28  18:00:00,4.248333333,15.26666667,4.248333333,2.653333333,2.655
 01/28  19:00:00,0.738333333,2.66,0.74,0.461666667,0.461666667
 01/28  20:00:00,1.241666667,4.466666667,1.241666667,0.78,0.778333333
 01/28  21:00:00,1.495,5.381666667,1.495,0.936666667,0.936666667
 01/28  22:00:00,1.536666667,5.528333333,1.536666667,0.965,0.965
 01/28  23:00:00,0.695,2.508333333,0.696666667,0.433333333,0.433333333
 01/28  24:00:00,0.713333333,2.561666667,0.713333333,0.445,0.443333333
 01/29  01:00:00,0,0,0,0,0
 01/29  02:00:00,0,0,0,0,0
 01/29  03:00:00,0,0,0,0,0
 01/29  04:00:00,0,0,0,0,0
 01/29  05:00:00,0,0,0,0,0
 01/29  06:00:00,0,0,0,0,0
 01/29  07:00:00,1.461666667,5.256666667,1.461666667,0.916666667,0.916666667
 01/29  08:00:00,3.181666667,11.42166667,3.181666667,1.99,1.99
 01/29  09:00:00,9.066666667,32.58833333,9.066666667,5.673333333,5.673333333
 01/29  10:00:00,15.54666667,55.86,15.545,9.73,9.73
 01/29  11:00:00,14.305,51.44,14.305,8.95,8.95
 01/29  12:00:00,12.48833333,44.905,12.48166667,7.815,7.813333333
 01/29  13:00:00,6.57,23.625,6.565,4.11,4.11
 01/29  14:00:00,14.27166667,51.29666667,14.26833333,8.928333333,8.93
 01/29  15:00:00,12.46333333,44.82,12.46333333,7.796666667,7.798333333
 01/29  16:00:00,14.275,51.32166667,14.275,8.93,8.933333333
 01/29  17:00:00,11.89,42.76,11.89333333,7.44,7.441666667
 01/29  18:00:00,4.93,17.71,4.93,3.08,3.08
 01/29  19:00:00,0.891666667,3.206666667,0.891666667,0.558333333,0.558333333
 01/29  20:00:00,1.15,4.135,1.15,0.721666667,0.721666667
 01/29  21:00:00,1.536666667,5.523333333,1.536666667,0.961666667,0.961666667
 01/29  22:00:00,1.586666667,5.708333333,1.586666667,0.996666667,0.996666667
 01/29  23:00:00,0.58,2.081666667,0.58,0.363333333,0.361666667
 01/29  24:00:00,0.701666667,2.526666667,0.701666667,0.436666667,0.436666667
 01/30  01:00:00,0,0,0,0,0
 01/30  02:00:00,0,0,0,0,0
 01/30  03:00:00,0,0,0,0,0
 01/30  04:00:00,0,0,0,0,0
 01/30  05:00:00,0,0,0,0,0
 01/30  06:00:00,0,0,0,0,0
 01/30  07:00:00,1.443333333,5.185,1.443333333,0.905,0.905
 01/30  08:00:00,3.226666667,11.58333333,3.226666667,2.02,2.02
 01/30  09:00:00,10.55166667,37.92666667,10.55166667,6.601666667,6.601666667
 01/30  10:00:00,13.59333333,48.84833333,13.59333333,8.503333333,8.503333333
 01/30  11:00:00,13.23166667,47.56333333,13.23166667,8.28,8.278333333
 01/30  12:00:00,14.98333333,53.85166667,14.98333333,9.376666667,9.376666667
 01/30  13:00:00,5.726666667,20.585,5.726666667,3.581666667,3.581666667
 01/30  14:00:00,14.295,51.36666667,14.29333333,8.945,8.945
 01/30  15:00:00,15.6,56.04833333,15.6,9.763333333,9.763333333
 01/30  16:00:00,9.58,34.46166667,9.58,5.995,5.995
 01/30  17:00:00,11.625,41.79666667,11.625,7.273333333,7.273333333
 01/30  18:00:00,4.93,17.71,4.93,3.08,3.08
 01/30  19:00:00,0.716666667,2.573333333,0.716666667,0.448333333,0.448333333
 01/30  20:00:00,1.03,3.7,1.03,0.645,0.645
 01/30  21:00:00,1.605,5.773333333,1.605,1.006666667,1.006666667
 01/30  22:00:00,1.528333333,5.498333333,1.528333333,0.956666667,0.956666667
 01/30  23:00:00,0.608333333,2.185,0.608333333,0.373333333,0.373333333
 01/30  24:00:00,0.725,2.608333333,0.725,0.451666667,0.451666667
 01/31  01:00:00,0,0,0,0,0
 01/31  02:00:00,0,0,0,0,0
 01/31  03:00:00,0,0,0,0,0
 01/31  04:00:00,0,0,0,0,0
 01/31  05:00:00,0,0,0,0,0
 01/31  06:00:00,0,0,0,0,0
 01/31  07:00:00,1.58,5.68,1.58,0.991666667,0.991666667
 01/31  08:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  09:00:00,4.731666667,17.005,4.731666667,2.956666667,2.956666667
 01/31  10:00:00,4.93,17.71,4.93,3.08,3.08
 01/31  11:00:00,4.93,17.71,4.93,3.08,3.08
 01/31  12:00:00,4.93,17.71,4.93,3.08,3.08
 01/31  13:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  14:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  15:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  16:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  17:00:00,1.64,5.9,1.64,1.03,1.03
 01/31  18:00:00,0.82,2.95,0.82,0.51,0.51
 01/31  19:00:00,0.82,2.95,0.82,0.51,0.51
 01/31  20:00:00,0,0,0,0,0
 01/31  21:00:00,0,0,0,0,0
 01/31  22:00:00,0,0,0,0,0
 01/31  23:00:00,0,0,0,0,0
 01/31  24:00:00,0,0,0,0,0
 02/01  01:00:00,0,0,0,0,0
 02/01  02:00:00,0,0,0,0,0
 02/01  03:00:00,0,0,0,0,0
 02/01  04:00:00,0,0,0,0,0
 02/01  05:00:00,0,0,0,0,0
 02/01  06:00:00,0,0,0,0,0
 02/01  07:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  08:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  09:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  10:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  11:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  12:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  13:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  14:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  15:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  16:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  17:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  18:00:00,0.82,2.95,0.82,0.51,0.51
 02/01  19:00:00,0,0,0,0,0
 02/01  20:00:00,0,0,0,0,0
 02/01  21:00:00,0,0,0,0,0
 02/01  22:00:00,0,0,0,0,0
 02/01  23:00:00,0,0,0,0,0
 02/01  24:00:00,0,0,0,0,0
 02/02  01:00:00,0,0,0,0,0
 02/02  02:00:00,0,0,0,0,0
 02/02  03:00:00,0,0,0,0,0
 02/02  04:00:00,0,0,0,0,0
 02/02  05:00:00,0,0,0,0,0
 02/02  06:00:00,0,0,0,0,0
 02/02  07:00:00,1.265,4.543333333,1.263333333,0.793333333,0.793333333
 02/02  08:00:00,3.118333333,11.19833333,3.118333333,1.951666667,1.951666667
 02/02  09:00:00,14.33833333,51.53833333,14.34333333,8.975,8.975
 02/02  10:00:00,10.81333333,38.89666667,10.82166667,6.77,6.768333333
 02/02  11:00:00,15.61,56.08,15.61,9.77,9.77
 02/02  12:00:00,10.45333333,37.61333333,10.45666667,6.543333333,6.543333333
 02/02  13:00:00,6.85,24.65,6.855,4.288333333,4.288333333
 02/02  14:00:00,15.01333333,53.96666667,15.01833333,9.396666667,9.396666667
 02/02  15:00:00,10.955,39.41,10.965,6.855,6.856666667
 02/02  16:00:00,10.86333333,39.07666667,10.87166667,6.798333333,6.801666667
 02/02  17:00:00,14.875,53.46833333,14.88,9.308333333,9.31
 02/02  18:00:00,4.363333333,15.69166667,4.368333333,2.728333333,2.728333333
 02/02  19:00:00,0.706666667,2.55,0.708333333,0.443333333,0.443333333
 02/02  20:00:00,1.28,4.606666667,1.28,0.803333333,0.803333333
 02/02  21:00:00,1.416666667,5.101666667,1.416666667,0.89,0.89
 02/02  22:00:00,1.435,5.16,1.435,0.9,0.9
 02/02  23:00:00,0.71,2.556666667,0.71,0.443333333,0.443333333
 02/02  24:00:00,0.585,2.103333333,0.585,0.358333333,0.358333333
 02/03  01:00:00,0,0,0,0,0
 02/03  02:00:00,0,0,0,0,0
 02/03  03:00:00,0,0,0,0,0
 02/03  04:00:00,0,0,0,0,0
 02/03  05:00:00,0,0,0,0,0
 02/03  06:00:00,0,0,0,0,0
 02/03  07:00:00,1.413333333,5.081666667,1.413333333,0.885,0.885
 02/03  08:00:00,3.16,11.34666667,3.16,1.978333333,1.978333333
 02/03  09:00:00,14.35,51.57166667,14.35,8.98,8.98
 02/03  10:00:00,10.815,38.875,10.815,6.765,6.765
 02/03  11:00:00,15.41333333,55.37833333,15.41333333,9.646666667,9.646666667
 02/03  12:00:00,10.37,37.29,10.37,6.488333333,6.488333333
 02/03  13:00:00,6.761666667,24.31333333,6.761666667,4.23,4.23
 02/03  14:00:00,15.095,54.23833333,15.095,9.445,9.445
 02/03  15:00:00,11.01333333,39.595,11.01333333,6.89,6.89
 02/03  16:00:00,10.86333333,39.06166667,10.86333333,6.796666667,6.796666667
 02/03  17:00:00,15.205,54.64833333,15.205,9.515,9.515
 02/03  18:00:00,3.731666667,13.41666667,3.731666667,2.331666667,2.331666667
 02/03  19:00:00,0.876666667,3.15,0.876666667,0.548333333,0.548333333
 02/03  20:00:00,1.156666667,4.161666667,1.156666667,0.725,0.725
 02/03  21:00:00,1.478333333,5.315,1.478333333,0.928333333,0.928333333
 02/03  22:00:00,1.603333333,5.77,1.603333333,1.006666667,1.006666667
 02/03  23:00:00,0.595,2.136666667,0.595,0.363333333,0.363333333
 02/03  24:00:00,0.725,2.611666667,0.725,0.453333333,0.453333333
 02/04  01:00:00,0,0,0,0,0
 02/04  02:00:00,0,0,0,0,0
 02/04  03:00:00,0,0,0,0,0
 02/04  04:00:00,0,0,0,0,0
 02/04  05:00:00,0,0,0,0,0
 02/04  06:00:00,0,0,0,0,0
 02/04  07:00:00,1.483333333,5.331666667,1.483333333,0.928333333,0.928333333
 02/04  08:00:00,3.188333333,11.45166667,3.188333333,1.996666667,1.996666667
 02/04  09:00:00,14.37333333,51.65666667,14.37166667,8.996666667,8.996666667
 02/04  10:00:00,10.78,38.75833333,10.77833333,6.743333333,6.743333333
 02/04  11:00:00,15.61,56.08,15.61,9.77,9.77
 02/04  12:00:00,10.51833333,37.83333333,10.51666667,6.578333333,6.58
 02/04  13:00:00,6.95,25.01333333,6.95,4.35,4.351666667
 02/04  14:00:00,15.14333333,54.41833333,15.14333333,9.476666667,9.476666667
 02/04  15:00:00,11.05166667,39.75666667,11.05,6.913333333,6.913333333
 02/04  16:00:00,10.83333333,38.97,10.83,6.778333333,6.778333333
 02/04  17:00:00,15.29666667,54.98666667,15.29333333,9.566666667,9.573333333
 02/04  18:00:00,4.368333333,15.705,4.368333333,2.73,2.73
 02/04  19:00:00,0.898333333,3.235,0.898333333,0.563333333,0.563333333
 02/04  20:00:00,1.338333333,4.815,1.338333333,0.84,0.84
 02/04  21:00:00,1.583333333,5.695,1.583333333,0.993333333,0.993333333
 02/04  22:00:00,1.606666667,5.778333333,1.606666667,1.008333333,1.008333333
 02/04  23:00:00,0.52,1.87,0.52,0.323333333,0.323333333
 02/04  24:00:00,0.748333333,2.688333333,0.748333333,0.466666667,0.466666667
 02/05  01:00:00,0,0,0,0,0
 02/05  02:00:00,0,0,0,0,0
 02/05  03:00:00,0,0,0,0,0
 02/05  04:00:00,0,0,0,0,0
 02/05  05:00:00,0,0,0,0,0
 02/05  06:00:00,0,0,0,0,0
 02/05  07:00:00,1.33,4.785,1.33,0.835,0.835
 02/05  08:00:00,3.195,11.48,3.195,2.001666667,2.001666667
 02/05  09:00:00,9.078333333,32.62833333,9.078333333,5.681666667,5.681666667
 02/05  10:00:00,15.57666667,55.97,15.57666667,9.748333333,9.748333333
 02/05  11:00:00,14.275,51.33333333,14.275,8.933333333,8.931666667
 02/05  12:00:00,12.48666667,44.92166667,12.48666667,7.813333333,7.813333333
 02/05  13:00:00,6.485,23.32333333,6.483333333,4.056666667,4.055
 02/05  14:00:00,14.28666667,51.35833333,14.28666667,8.941666667,8.941666667
 02/05  15:00:00,12.485,44.91333333,12.485,7.813333333,7.813333333
 02/05  16:00:00,14.32166667,51.50166667,14.32166667,8.961666667,8.961666667
 02/05  17:00:00,11.78666667,42.395,11.78833333,7.375,7.376666667
 02/05  18:00:00,4.93,17.71,4.93,3.08,3.08
 02/05  19:00:00,0.875,3.145,0.875,0.548333333,0.548333333
 02/05  20:00:00,1.203333333,4.326666667,1.203333333,0.755,0.755
 02/05  21:00:00,1.56,5.611666667,1.56,0.978333333,0.978333333
 02/05  22:00:00,1.59,5.72,1.59,0.998333333,0.998333333
 02/05  23:00:00,0.616666667,2.218333333,0.616666667,0.385,0.385
 02/05  24:00:00,0.663333333,2.386666667,0.663333333,0.413333333,0.413333333
 02/06  01:00:00,0,0,0,0,0
 02/06  02:00:00,0,0,0,0,0
 02/06  03:00:00,0,0,0,0,0
 02/06  04:00:00,0,0,0,0,0
 02/06  05:00:00,0,0,0,0,0
 02/06  06:00:00,0,0,0,0,0
 02/06  07:00:00,1.395,5.015,1.395,0.873333333,0.873333333
 02/06  08:00:00,3.136666667,11.26833333,3.136666667,1.963333333,1.963333333
 02/06  09:00:00,10.35,37.20833333,10.35,6.476666667,6.476666667
 02/06  10:00:00,13.57833333,48.81666667,13.57666667,8.495,8.495
 02/06  11:00:00,13.23333333,47.59,13.23,8.28,8.28
 02/06  12:00:00,15.1,54.28833333,15.1,9.45,9.45
 02/06  13:00:00,5.773333333,20.76666667,5.771666667,3.611666667,3.611666667
 02/06  14:00:00,14.44166667,51.91333333,14.435,9.035,9.036666667
 02/06  15:00:00,15.405,55.35666667,15.405,9.641666667,9.641666667
 02/06  16:00:00,9.755,35.10333333,9.753333333,6.1,6.103333333
 02/06  17:00:00,11.55666667,41.57,11.56166667,7.228333333,7.233333333
 02/06  18:00:00,4.93,17.71,4.93,3.08,3.08
 02/06  19:00:00,0.88,3.171666667,0.881666667,0.551666667,0.551666667
 02/06  20:00:00,0.891666667,3.21,0.893333333,0.56,0.56
 02/06  21:00:00,1.458333333,5.243333333,1.458333333,0.913333333,0.913333333
 02/06  22:00:00,1.433333333,5.158333333,1.433333333,0.9,0.9
 02/06  23:00:00,0.631666667,2.271666667,0.633333333,0.393333333,0.393333333
 02/06  24:00:00,0.741666667,2.67,0.741666667,0.463333333,0.463333333
 02/07  01:00:00,0,0,0,0,0
 02/07  02:00:00,0,0,0,0,0
 02/07  03:00:00,0,0,0,0,0
